CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score,Segments
15263,106,1,156.51,2,1,1,211,Hibernating
15264,63,1,393.74,3,1,2,312,About to Sleep
15265,150,2,1506.1200000000001,2,3,4,234,Can’t Lose Them
15266,337,1,119.3,1,1,1,111,Lost Customers
15267,21,5,1717.36,4,4,4,444,Loyal Customers
15269,23,1,408.8,4,1,2,412,Recent Customers
15270,15,7,2379.49,4,5,5,455,Loyal Customers
15271,6,14,2381.59,5,5,5,555,Champions
15272,56,2,721.94,3,3,3,333,Others
15274,3,2,716.57,5,3,3,533,Potential Loyalist
15275,37,1,615.14,3,1,3,313,Needing Attention
15276,65,1,128.63,3,1,1,311,About to Sleep
15277,46,1,255.89999999999998,3,1,2,312,About to Sleep
15280,171,1,113.12,1,1,1,111,Lost Customers
15281,58,9,2332.15,3,5,5,355,Loyal Customers
15286,49,1,240.55,3,1,1,311,About to Sleep
15287,21,2,486.69,4,3,3,433,Potential Loyalist
15288,42,4,2140.87,3,4,5,345,Loyal Customers
15289,28,3,939.78,4,4,4,444,Loyal Customers
15290,4,17,7723.62,5,5,5,555,Champions
15291,25,13,4019.4,4,5,5,455,Loyal Customers
15292,200,1,178.39,1,1,1,111,Lost Customers
15296,50,6,3672.86,3,5,5,355,Loyal Customers
15297,9,3,641.94,5,4,3,543,Potential Loyalist
15298,1,11,4402.3,5,5,5,555,Champions
15299,66,4,2672.0,3,4,5,345,Loyal Customers
15300,63,1,496.44,3,1,3,313,Needing Attention
15301,50,11,4376.58,3,5,5,355,Loyal Customers
15303,289,1,574.02,1,1,3,113,Hibernating
15304,60,7,571.25,3,5,3,353,Needing Attention
15306,63,3,1174.3500000000001,3,4,4,344,Loyal Customers
15307,95,1,205.3,2,1,1,211,Hibernating
15308,273,1,310.47,1,1,2,112,Lost Customers
15311,0,82,57972.74,5,5,5,555,Champions
15312,74,3,635.11,2,4,3,243,Needing Attention
15313,109,1,52.0,2,1,1,211,Hibernating
15314,198,1,327.97,1,1,2,112,Lost Customers
15315,63,2,570.5,3,3,3,333,Others
15316,326,1,165.0,1,1,1,111,Lost Customers
15318,3,1,312.62,5,1,2,512,Recent Customers
15319,283,1,204.5,1,1,1,111,Lost Customers
15320,43,1,267.13,3,1,2,312,About to Sleep
15321,70,3,2748.31,2,4,5,245,Can’t Lose Them
15322,85,1,679.68,2,1,3,213,About to Sleep
15325,103,1,161.74,2,1,1,211,Hibernating
15326,333,1,311.71,1,1,2,112,Lost Customers
15327,52,1,208.75,3,1,1,311,About to Sleep
15329,38,3,1049.7,3,4,4,344,Loyal Customers
15330,31,2,714.9599999999999,3,3,3,333,Others
15333,207,1,1028.56,1,1,4,114,Can’t Lose Them
15334,156,3,350.82,2,4,2,242,At Risk
15335,53,1,170.22,3,1,1,311,About to Sleep
15339,65,2,574.07,3,3,3,333,Others
15341,80,1,2020.52,2,1,5,215,Can’t Lose Them
15342,129,1,406.09000000000003,2,1,2,212,About to Sleep
15343,86,1,364.5,2,1,2,212,About to Sleep
15344,0,3,563.94,5,4,3,543,Potential Loyalist
15345,45,1,393.54,3,1,2,312,About to Sleep
15346,332,1,252.42000000000002,1,1,2,112,Lost Customers
15348,71,1,158.04,2,1,1,211,Hibernating
15349,157,2,463.91,2,3,2,232,About to Sleep
15351,11,6,1659.99,5,5,4,554,Champions
15353,254,1,458.47,1,1,2,112,Lost Customers
15355,28,2,277.05,4,3,2,432,Recent Customers
15356,30,8,2379.11,4,5,5,455,Loyal Customers
15358,4,20,7722.65,5,5,5,555,Champions
15360,39,1,427.93,3,1,2,312,About to Sleep
15364,95,2,913.19,2,3,3,233,Needing Attention
15365,25,7,2314.32,4,5,5,455,Loyal Customers
15366,74,1,496.97,2,1,3,213,About to Sleep
15367,56,4,1877.5900000000001,3,4,4,344,Loyal Customers
15368,20,1,446.94000000000005,4,1,2,412,Recent Customers
15370,40,7,2386.05,3,5,5,355,Loyal Customers
15372,136,1,2007.4,2,1,5,215,Can’t Lose Them
15373,7,10,1878.81,5,5,4,554,Champions
15374,128,1,168.0,2,1,1,211,Hibernating
15376,39,3,1221.56,3,4,4,344,Loyal Customers
15379,168,6,2211.83,1,5,5,155,Can’t Lose Them
15380,8,4,1460.1599999999999,5,4,4,544,Loyal Customers
15381,213,2,596.85,1,3,3,133,At Risk
15382,14,6,5955.71,4,5,5,455,Loyal Customers
15384,169,1,338.84,1,1,2,112,Lost Customers
15385,39,1,316.88,3,1,2,312,About to Sleep
15386,185,1,394.14,1,1,2,112,Lost Customers
15388,269,1,140.54,1,1,1,111,Lost Customers
15389,171,1,500.0,1,1,3,113,Hibernating
15392,4,3,1196.55,5,4,4,544,Loyal Customers
15393,15,2,231.86,4,3,1,431,Recent Customers
15394,9,3,1595.88,5,4,4,544,Loyal Customers
15395,325,1,107.45,1,1,1,111,Lost Customers
15396,112,1,288.18,2,1,2,212,About to Sleep
15397,289,1,94.0,1,1,1,111,Lost Customers
15398,15,2,1345.53,4,3,4,434,Potential Loyalist
15399,0,3,815.77,5,4,3,543,Potential Loyalist
15400,91,5,716.2,2,4,3,243,Needing Attention
15402,148,2,626.77,2,3,3,233,Needing Attention
15405,188,1,349.1,1,1,2,112,Lost Customers
15406,30,2,510.71000000000004,4,3,3,433,Potential Loyalist
15407,33,4,1046.74,3,4,4,344,Loyal Customers
15408,263,1,267.18,1,1,2,112,Lost Customers
15410,83,8,3450.84,2,5,5,255,Can’t Lose Them
15411,25,4,1348.93,4,4,4,444,Loyal Customers
15412,170,1,190.53,1,1,1,111,Lost Customers
15414,9,3,774.9000000000001,5,4,3,543,Potential Loyalist
15415,312,1,559.61,1,1,3,113,Hibernating
15416,64,4,3984.32,3,4,5,345,Loyal Customers
15417,84,1,508.8,2,1,3,213,About to Sleep
15419,24,1,135.86,4,1,1,411,Recent Customers
15421,58,4,950.36,3,4,4,344,Loyal Customers
15422,322,2,97.7,1,3,1,131,Lost Customers
15423,37,1,43.5,3,1,1,311,About to Sleep
15424,253,2,383.34,1,3,2,132,Hibernating
15426,18,4,1021.5,4,4,4,444,Loyal Customers
15427,32,3,1430.54,3,4,4,344,Loyal Customers
15428,14,1,93.78,4,1,1,411,Recent Customers
15429,26,2,397.35,4,3,2,432,Recent Customers
15432,22,1,171.19000000000003,4,1,1,411,Recent Customers
15433,213,2,533.3,1,3,3,133,At Risk
15434,7,5,1041.48,5,4,4,544,Loyal Customers
15435,21,1,149.29,4,1,1,411,Recent Customers
15436,11,3,1067.75,5,4,4,544,Loyal Customers
15437,261,1,200.16,1,1,1,111,Lost Customers
15438,130,1,156.57999999999998,2,1,1,211,Hibernating
15440,54,3,383.68,3,4,2,342,Others
15442,248,1,594.0,1,1,3,113,Hibernating
15443,1,7,3213.59,5,5,5,555,Champions
15444,8,2,1411.21,5,3,4,534,Potential Loyalist
15445,263,1,113.5,1,1,1,111,Lost Customers
15447,330,1,155.17000000000002,1,1,1,111,Lost Customers
15448,312,1,494.64,1,1,3,113,Hibernating
15449,25,3,974.52,4,4,4,444,Loyal Customers
15450,29,1,429.84,4,1,2,412,Recent Customers
15452,29,3,528.48,4,4,3,443,Potential Loyalist
15453,1,7,1371.77,5,5,4,554,Champions
15456,282,2,203.37,1,3,1,131,Lost Customers
15457,261,1,237.07,1,1,1,111,Lost Customers
15458,24,1,161.64,4,1,1,411,Recent Customers
15462,93,3,234.6,2,4,1,241,Others
15463,28,1,126.14,4,1,1,411,Recent Customers
15464,337,1,1044.65,1,1,4,114,Can’t Lose Them
15465,19,16,6486.7699999999995,4,5,5,455,Loyal Customers
15466,84,1,334.53,2,1,2,212,About to Sleep
15467,8,3,524.88,5,4,3,543,Potential Loyalist
15468,50,2,467.51,3,3,2,332,Others
15469,49,2,538.55,3,3,3,333,Others
15471,1,1,454.48,5,1,2,512,Recent Customers
15472,112,1,371.56,2,1,2,212,About to Sleep
15473,13,7,1771.2,4,5,4,454,Loyal Customers
15475,76,1,454.11,2,1,2,212,About to Sleep
15478,39,2,1399.92,3,3,4,334,Promising
15480,115,1,905.5,2,1,3,213,About to Sleep
15482,15,10,10331.32,4,5,5,455,Loyal Customers
15483,160,4,225.26,2,4,1,241,Others
15484,0,4,3590.41,5,4,5,545,Champions
15485,29,2,1624.91,4,3,4,434,Potential Loyalist
15488,92,1,91.32000000000001,2,1,1,211,Hibernating
15489,22,3,1134.28,4,4,4,444,Loyal Customers
15491,94,6,3100.09,2,5,5,255,Can’t Lose Them
15492,27,2,659.46,4,3,3,433,Potential Loyalist
15493,32,5,1953.41,3,4,4,344,Loyal Customers
15494,20,2,1280.58,4,3,4,434,Potential Loyalist
15497,17,2,1262.2,4,3,4,434,Potential Loyalist
15498,2,25,12339.68,5,5,5,555,Champions
15500,7,4,1131.56,5,4,4,544,Loyal Customers
15502,15,9,9455.53,4,5,5,455,Loyal Customers
15504,80,1,52.83,2,1,1,211,Hibernating
15505,52,5,3610.96,3,4,5,345,Loyal Customers
15506,22,3,972.08,4,4,4,444,Loyal Customers
15507,171,1,475.86,1,1,2,112,Lost Customers
15508,188,6,1000.27,1,5,4,154,Can’t Lose Them
15510,330,1,250.0,1,1,2,112,Lost Customers
15511,11,5,900.53,5,4,3,543,Potential Loyalist
15512,155,1,19.8,2,1,1,211,Hibernating
15513,32,17,13444.72,3,5,5,355,Loyal Customers
15514,11,7,2199.01,5,5,5,555,Champions
15516,44,3,62.43,3,4,1,341,Others
15517,232,1,267.03,1,1,2,112,Lost Customers
15518,63,8,1921.55,3,5,4,354,Loyal Customers
15520,1,1,343.5,5,1,2,512,Recent Customers
15521,39,8,3000.2,3,5,5,355,Loyal Customers
15522,32,2,397.99,3,3,2,332,Others
15523,83,1,412.01000000000005,2,1,2,212,About to Sleep
15524,24,1,440.0,4,1,2,412,Recent Customers
15525,1,2,459.44,5,3,2,532,Recent Customers
15526,32,2,148.44,3,3,1,331,About to Sleep
15527,18,7,2207.13,4,5,5,455,Loyal Customers
15528,253,1,229.33,1,1,1,111,Lost Customers
15529,22,9,3641.14,4,5,5,455,Loyal Customers
15530,21,4,1497.31,4,4,4,444,Loyal Customers
15531,7,2,1972.39,5,3,4,534,Potential Loyalist
15532,24,3,1210.93,4,4,4,444,Loyal Customers
15533,18,3,807.57,4,4,3,443,Potential Loyalist
15535,172,4,502.9,1,4,3,143,At Risk
15537,162,1,110.92,2,1,1,211,Hibernating
15539,6,1,538.46,5,1,3,513,Promising
15540,10,1,213.3,5,1,1,511,Recent Customers
15541,113,1,85.13000000000001,2,1,1,211,Hibernating
15543,287,1,127.86,1,1,1,111,Lost Customers
15544,8,8,3192.17,5,5,5,555,Champions
15545,53,1,153.64000000000001,3,1,1,311,About to Sleep
15547,6,13,4143.2300000000005,5,5,5,555,Champions
15549,76,3,1681.46,2,4,4,244,Can’t Lose Them
15550,3,4,575.63,5,4,3,543,Potential Loyalist
15551,36,1,436.06,3,1,2,312,About to Sleep
15552,216,1,90.12,1,1,1,111,Lost Customers
15553,59,1,428.93,3,1,2,312,About to Sleep
15554,277,1,217.2,1,1,1,111,Lost Customers
15555,11,13,3805.04,5,5,5,555,Champions
15556,23,1,279.77,4,1,2,412,Recent Customers
15557,28,1,468.91,4,1,2,412,Recent Customers
15561,11,4,800.5899999999999,5,4,3,543,Potential Loyalist
15563,21,3,1130.25,4,4,4,444,Loyal Customers
15565,49,2,173.16000000000003,3,3,1,331,About to Sleep
15567,18,1,186.01,4,1,1,411,Recent Customers
15568,2,3,758.29,5,4,3,543,Potential Loyalist
15569,103,5,1375.71,2,4,4,244,Can’t Lose Them
15570,6,9,3100.88,5,5,5,555,Champions
15571,11,4,650.4300000000001,5,4,3,543,Potential Loyalist
15572,4,7,2533.42,5,5,5,555,Champions
15573,31,2,591.1899999999999,3,3,3,333,Others
15574,177,1,112.1,1,1,1,111,Lost Customers
15576,37,1,921.37,3,1,4,314,Needing Attention
15577,150,3,258.88,2,4,2,242,At Risk
15578,161,1,127.1,2,1,1,211,Hibernating
15579,68,2,327.6,2,3,2,232,About to Sleep
15581,120,9,3351.91,2,5,5,255,Can’t Lose Them
15582,24,3,682.9100000000001,4,4,3,443,Potential Loyalist
15584,23,4,720.86,4,4,3,443,Potential Loyalist
15585,176,1,455.3,1,1,2,112,Lost Customers
15587,49,3,568.8,3,4,3,343,Needing Attention
15589,255,3,478.53,1,4,2,142,At Risk
15592,46,1,388.58,3,1,2,312,About to Sleep
15593,70,1,199.8,2,1,1,211,Hibernating
15594,15,5,1771.78,4,4,4,444,Loyal Customers
15596,100,4,1004.27,2,4,4,244,Can’t Lose Them
15597,34,1,324.57,3,1,2,312,About to Sleep
15598,52,1,240.68,3,1,1,311,About to Sleep
15599,26,2,761.74,4,3,3,433,Potential Loyalist
15601,10,12,5540.11,5,5,5,555,Champions
15602,7,7,1145.32,5,5,4,554,Champions
15603,78,1,48.480000000000004,2,1,1,211,Hibernating
15604,51,1,216.39000000000001,3,1,1,311,About to Sleep
15605,35,4,1003.38,3,4,4,344,Loyal Customers
15606,60,9,2920.16,3,5,5,355,Loyal Customers
15607,336,1,104.76,1,1,1,111,Lost Customers
15608,27,4,1093.68,4,4,4,444,Loyal Customers
15609,183,1,298.48,1,1,2,112,Lost Customers
15610,51,1,112.46000000000001,3,1,1,311,About to Sleep
15611,9,13,1591.45,5,5,4,554,Champions
15612,35,2,195.15,3,3,1,331,About to Sleep
15615,9,20,9318.55,5,5,5,555,Champions
15618,32,4,776.851,3,4,3,343,Needing Attention
15619,10,1,336.4,5,1,2,512,Recent Customers
15620,56,2,1128.69,3,3,4,334,Promising
15621,3,4,1293.03,5,4,4,544,Loyal Customers
15622,42,9,3709.56,3,5,5,355,Loyal Customers
15623,140,1,301.03000000000003,2,1,2,212,About to Sleep
15624,116,4,588.13,2,4,3,243,Needing Attention
15625,103,4,1534.26,2,4,4,244,Can’t Lose Them
15626,74,2,675.8,2,3,3,233,Needing Attention
15628,4,8,2551.06,5,5,5,555,Champions
15630,44,2,1186.35,3,3,4,334,Promising
15632,15,8,3285.31,4,5,5,455,Loyal Customers
15634,16,1,243.55,4,1,2,412,Recent Customers
15636,89,2,724.76,2,3,3,233,Needing Attention
15637,52,1,223.36,3,1,1,311,About to Sleep
15639,133,1,425.32,2,2,2,222,About to Sleep
15640,3,12,9704.37,5,5,5,555,Champions
15641,104,3,1578.83,2,4,4,244,Can’t Lose Them
15643,191,3,664.0,1,4,3,143,At Risk
15644,165,4,803.54,1,4,3,143,At Risk
15645,18,1,612.01,4,2,3,423,Potential Loyalist
15646,157,2,257.84000000000003,2,3,2,232,About to Sleep
15648,203,2,639.5,1,3,3,133,At Risk
15649,335,1,306.0,1,2,2,122,Hibernating
15651,36,3,646.3,3,4,3,343,Needing Attention
15652,90,1,337.74,2,2,2,222,About to Sleep
15653,92,2,877.44,2,3,3,233,Needing Attention
15654,8,2,922.53,5,3,4,534,Potential Loyalist
15655,242,1,560.6700000000001,1,2,3,123,Hibernating
15656,44,4,748.5,3,4,3,343,Needing Attention
15657,22,1,30.0,4,2,1,421,Recent Customers
15658,189,4,717.9,1,4,3,143,At Risk
15659,43,1,306.45,3,2,2,322,About to Sleep
15660,24,8,1391.56,4,5,4,454,Loyal Customers
15661,316,2,309.8,1,3,2,132,Hibernating
15663,105,1,138.14,2,2,1,221,About to Sleep
15664,50,1,386.43,3,2,2,322,About to Sleep
15665,167,2,2222.21,1,3,5,135,Can’t Lose Them
15667,39,1,301.32000000000005,3,2,2,322,About to Sleep
15668,217,1,76.32000000000001,1,2,1,121,Lost Customers
15669,39,4,684.34,3,4,3,343,Needing Attention
15670,296,1,173.05,1,2,1,121,Lost Customers
15671,18,7,2657.13,4,5,5,455,Loyal Customers
15673,87,4,2726.23,2,4,5,245,Can’t Lose Them
15674,72,5,2446.6,2,4,5,245,Can’t Lose Them
15675,80,3,323.69,2,4,2,242,At Risk
15676,18,3,3435.76,4,4,5,445,Loyal Customers
15677,48,1,657.23,3,2,3,323,Needing Attention
15678,52,1,352.7,3,2,2,322,About to Sleep
15679,23,4,781.28,4,4,3,443,Potential Loyalist
15680,8,2,854.79,5,3,3,533,Potential Loyalist
15681,24,5,1426.16,4,4,4,444,Loyal Customers
15683,116,1,193.75,2,2,1,221,About to Sleep
15687,8,9,2993.1,5,5,5,555,Champions
15689,119,1,150.6,2,2,1,221,About to Sleep
15690,3,2,239.76,5,3,1,531,Recent Customers
15691,251,1,136.8,1,2,1,121,Lost Customers
15692,27,1,191.04,4,2,1,421,Recent Customers
15694,0,11,5632.07,5,5,5,555,Champions
15695,266,2,409.98,1,3,2,132,Hibernating
15696,32,8,2711.11,3,5,5,355,Loyal Customers
15699,17,1,309.65,4,2,2,422,Recent Customers
15700,171,2,696.68,1,3,3,133,At Risk
15701,1,4,1529.0,5,4,4,544,Loyal Customers
15703,264,1,211.5,1,2,1,121,Lost Customers
15704,139,4,2293.62,2,4,5,245,Can’t Lose Them
15705,200,1,143.1,1,2,1,121,Lost Customers
15706,63,4,1060.56,3,4,4,344,Loyal Customers
15707,34,4,916.98,3,4,3,343,Needing Attention
15708,40,6,2917.96,3,5,5,355,Loyal Customers
15709,283,1,133.25,1,2,1,121,Lost Customers
15712,8,5,1072.3600000000001,5,4,4,544,Loyal Customers
15713,142,1,185.55,2,2,1,221,About to Sleep
15714,11,2,330.03000000000003,5,3,2,532,Recent Customers
15716,145,3,571.71,2,4,3,243,Needing Attention
15717,233,1,150.3,1,2,1,121,Lost Customers
15719,32,13,5030.07,3,5,5,355,Loyal Customers
15720,23,1,598.73,4,2,3,423,Potential Loyalist
15721,11,1,471.40000000000003,5,2,2,522,Recent Customers
15722,35,5,2211.21,3,4,5,345,Loyal Customers
15724,200,2,218.25,1,3,1,131,Lost Customers
15725,14,1,415.25,4,2,2,422,Recent Customers
15727,16,6,3642.11,4,5,5,455,Loyal Customers
15729,212,1,85.0,1,2,1,121,Lost Customers
15730,65,3,1120.88,3,4,4,344,Loyal Customers
15732,211,1,156.02,1,2,1,121,Lost Customers
15733,282,1,162.3,1,2,1,121,Lost Customers
15734,114,2,1339.45,2,3,4,234,Can’t Lose Them
15737,14,8,1188.1200000000001,4,5,4,454,Loyal Customers
15738,18,15,4482.77,4,5,5,455,Loyal Customers
15739,65,1,449.12,3,2,2,322,About to Sleep
15740,48,1,154.88,3,2,1,321,About to Sleep
15743,15,4,775.96,4,4,3,443,Potential Loyalist
15744,77,1,34.8,2,2,1,221,About to Sleep
15745,18,4,1094.5900000000001,4,4,4,444,Loyal Customers
15746,133,1,196.88,2,2,1,221,About to Sleep
15747,12,3,946.64,4,4,4,444,Loyal Customers
15748,39,1,144.36,3,2,1,321,About to Sleep
15749,234,3,44534.3,1,4,5,145,Can’t Lose Them
15750,2,6,2122.53,5,5,5,555,Champions
15752,39,6,2366.95,3,5,5,355,Loyal Customers
15753,304,1,79.2,1,2,1,121,Lost Customers
15754,50,3,458.57,3,4,2,342,Others
15755,9,6,2364.25,5,5,5,555,Champions
15756,60,4,528.01,3,4,3,343,Needing Attention
15757,65,2,714.42,3,3,3,333,Others
15758,24,1,205.25,4,2,1,421,Recent Customers
15759,217,2,155.8,1,3,1,131,Lost Customers
15762,64,2,583.75,3,3,3,333,Others
15763,31,2,1086.92,3,3,4,334,Promising
15764,87,6,3279.9700000000003,2,5,5,255,Can’t Lose Them
15766,63,1,315.06,3,2,2,322,About to Sleep
15768,115,3,621.83,2,4,3,243,Needing Attention
15769,6,25,56160.92,5,5,5,555,Champions
15773,5,1,635.6800000000001,5,2,3,523,Potential Loyalist
15774,68,1,270.8,2,2,2,222,About to Sleep
15775,244,1,104.9,1,2,1,121,Lost Customers
15776,132,1,241.62,2,2,2,222,About to Sleep
15777,240,3,681.5600000000001,1,4,3,143,At Risk
15780,183,2,298.13,1,3,2,132,Hibernating
15781,24,3,345.46000000000004,4,4,2,442,Recent Customers
15782,9,3,2614.74,5,4,5,545,Champions
15783,10,1,246.3,5,2,2,522,Recent Customers
15785,32,5,2328.9700000000003,3,4,5,345,Loyal Customers
15786,45,3,4919.0,3,4,5,345,Loyal Customers
15787,25,3,933.26,4,4,4,444,Loyal Customers
15790,9,1,218.75,5,2,1,521,Recent Customers
15791,43,2,1612.69,3,3,4,334,Promising
15793,14,3,965.61,4,4,4,444,Loyal Customers
15795,149,1,610.01,2,2,3,223,At Risk
15796,0,8,2708.61,5,5,5,555,Champions
15797,112,4,2207.4,2,4,5,245,Can’t Lose Them
15799,75,3,884.14,2,4,3,243,Needing Attention
15800,106,2,696.89,2,3,3,233,Needing Attention
15801,45,3,1063.95,3,4,4,344,Loyal Customers
15802,142,1,451.42,2,2,2,222,About to Sleep
15803,50,1,415.82000000000005,3,2,2,322,About to Sleep
15804,0,13,4206.39,5,5,5,555,Champions
15805,22,16,5117.38,4,5,5,455,Loyal Customers
15806,45,3,784.58,3,4,3,343,Needing Attention
15807,49,3,903.9,3,4,3,343,Needing Attention
15808,305,2,1469.82,1,3,4,134,Can’t Lose Them
15809,35,5,515.77,3,4,3,343,Needing Attention
15810,78,4,1391.98,2,4,4,244,Can’t Lose Them
15811,21,4,1779.82,4,4,4,444,Loyal Customers
15812,106,5,1801.14,2,4,4,244,Can’t Lose Them
15813,207,2,1303.9099999999999,1,3,4,134,Can’t Lose Them
15814,16,4,1945.3300000000002,4,4,4,444,Loyal Customers
15815,63,5,2100.6,3,4,5,345,Loyal Customers
15819,48,4,1905.45,3,4,4,344,Loyal Customers
15820,319,1,206.98,1,2,1,121,Lost Customers
15821,43,2,570.96,3,3,3,333,Others
15822,2,1,445.27,5,2,2,522,Recent Customers
15825,171,1,532.94,1,2,3,123,Hibernating
15826,55,3,1654.31,3,4,4,344,Loyal Customers
15827,72,12,1645.16,2,5,4,254,Can’t Lose Them
15829,98,2,636.14,2,3,3,233,Needing Attention
15830,37,1,576.0,3,2,3,323,Needing Attention
15831,57,3,794.64,3,4,3,343,Needing Attention
15832,253,1,836.79,1,2,3,123,Hibernating
15834,69,4,2225.15,2,4,5,245,Can’t Lose Them
15835,43,4,954.09,3,4,4,344,Loyal Customers
15836,49,1,137.37,3,2,1,321,About to Sleep
15837,64,1,391.98,3,2,2,322,About to Sleep
15838,10,18,32685.58,5,5,5,555,Champions
15839,32,3,1048.49,3,4,4,344,Loyal Customers
15840,58,2,355.56,3,3,2,332,Others
15841,72,4,1224.06,2,4,4,244,Can’t Lose Them
15843,303,1,118.95,1,2,1,121,Lost Customers
15844,45,1,130.73999999999998,3,2,1,321,About to Sleep
15845,17,8,3711.77,4,5,5,455,Loyal Customers
15847,37,2,389.27,3,3,2,332,Others
15850,18,2,234.88,4,3,1,431,Recent Customers
15852,186,2,160.71,1,3,1,131,Lost Customers
15853,51,1,110.8,3,2,1,321,About to Sleep
15854,3,11,2739.02,5,5,5,555,Champions
15855,136,5,712.24,2,4,3,243,Needing Attention
15856,3,24,12862.33,5,5,5,555,Champions
15857,18,1,297.0,4,2,2,422,Recent Customers
15858,15,4,1043.64,4,4,4,444,Loyal Customers
15860,40,7,862.5,3,5,3,353,Needing Attention
15861,11,8,3146.92,5,5,5,555,Champions
15862,7,3,478.65000000000003,5,4,2,542,Recent Customers
15863,25,2,68.84,4,3,1,431,Recent Customers
15864,21,6,1936.32,4,5,4,454,Loyal Customers
15865,40,3,895.13,3,4,3,343,Needing Attention
15866,100,1,211.89,2,2,1,221,About to Sleep
15867,4,12,3254.17,5,5,5,555,Champions
15869,276,2,149.64,1,3,1,131,Lost Customers
15870,32,1,351.44,3,2,2,322,About to Sleep
15872,14,2,316.25,4,3,2,432,Recent Customers
15874,63,7,4405.88,3,5,5,355,Loyal Customers
15877,1,2,490.33,5,3,3,533,Potential Loyalist
15881,311,3,346.14,1,4,2,142,At Risk
15882,198,2,145.04000000000002,1,3,1,131,Lost Customers
15883,1,2,396.48,5,3,2,532,Recent Customers
15885,92,3,379.35,2,4,2,242,At Risk
15886,59,1,181.09,3,2,1,321,About to Sleep
15888,80,1,168.31,2,2,1,221,About to Sleep
15889,156,1,148.0,2,2,1,221,About to Sleep
15891,226,1,511.68,1,2,3,123,Hibernating
15894,252,1,106.81,1,2,1,121,Lost Customers
15895,149,1,179.17,2,2,1,221,About to Sleep
15897,193,2,208.59,1,3,1,131,Lost Customers
15898,0,3,867.19,5,4,3,543,Potential Loyalist
15900,23,1,337.28000000000003,4,2,2,422,Recent Customers
15901,16,3,351.73,4,4,2,442,Recent Customers
15903,9,7,5126.76,5,5,5,555,Champions
15904,7,1,164.68,5,2,1,521,Recent Customers
15906,19,7,1567.69,4,5,4,454,Loyal Customers
15907,3,3,882.72,5,4,3,543,Potential Loyalist
15909,173,1,191.94,1,2,1,121,Lost Customers
15910,0,8,1228.88,5,5,4,554,Champions
15912,177,2,264.62,1,3,2,132,Hibernating
15916,15,6,1270.41,4,5,4,454,Loyal Customers
15917,247,1,123.1,1,2,1,121,Lost Customers
15918,190,2,334.23,1,3,2,132,Hibernating
15919,19,1,311.61,4,2,2,422,Recent Customers
15920,153,4,167.5,2,4,1,241,Others
15921,172,1,323.03000000000003,1,2,2,122,Hibernating
15925,193,1,207.15,1,2,1,121,Lost Customers
15930,66,1,426.63,3,2,2,322,About to Sleep
15932,3,8,2495.87,5,5,5,555,Champions
15933,20,3,1107.46,4,4,4,444,Loyal Customers
15935,238,2,416.86,1,3,2,132,Hibernating
15937,63,1,145.35000000000002,3,2,1,321,About to Sleep
15938,111,5,404.58000000000004,2,4,2,242,At Risk
15939,89,15,6115.01,2,5,5,255,Can’t Lose Them
15940,310,1,35.8,1,2,1,121,Lost Customers
15942,133,1,337.44,2,2,2,222,About to Sleep
15944,276,1,325.1,1,2,2,122,Hibernating
15947,82,1,1708.24,2,2,4,224,Can’t Lose Them
15948,7,2,955.24,5,3,4,534,Potential Loyalist
15949,16,2,364.72,4,3,2,432,Recent Customers
15950,31,3,1315.89,3,4,4,344,Loyal Customers
15951,8,2,708.22,5,3,3,533,Potential Loyalist
15952,33,4,781.91,3,4,3,343,Needing Attention
15953,14,7,1449.54,4,5,4,454,Loyal Customers
15955,23,13,3843.88,4,5,5,455,Loyal Customers
15957,31,1,428.89,3,2,2,322,About to Sleep
15958,73,1,104.35,2,2,1,221,About to Sleep
15963,19,2,470.76,4,3,2,432,Recent Customers
15965,16,3,652.68,4,4,3,443,Potential Loyalist
15967,22,2,397.68,4,3,2,432,Recent Customers
15969,2,3,666.1,5,4,3,543,Potential Loyalist
15970,303,1,314.09999999999997,1,2,2,122,Hibernating
15971,17,12,4199.85,4,5,5,455,Loyal Customers
15974,38,7,3442.15,3,5,5,355,Loyal Customers
15975,83,1,371.01,2,2,2,222,About to Sleep
15976,164,2,427.64,1,3,2,132,Hibernating
15977,16,2,1054.73,4,3,4,434,Potential Loyalist
15978,76,1,1098.78,2,2,4,224,Can’t Lose Them
15980,88,3,2398.86,2,4,5,245,Can’t Lose Them
15981,24,8,3408.48,4,5,5,455,Loyal Customers
15983,21,1,326.75,4,2,2,422,Recent Customers
15984,2,9,2657.93,5,5,5,555,Champions
15985,122,2,1142.42,2,3,4,234,Can’t Lose Them
15986,29,1,168.12,4,2,1,421,Recent Customers
15987,11,6,1319.29,5,5,4,554,Champions
15988,18,1,156.78,4,2,1,421,Recent Customers
15990,43,2,792.11,3,3,3,333,Others
15992,3,1,41.989999999999995,5,2,1,521,Recent Customers
15993,8,7,2777.67,5,5,5,555,Champions
15994,54,1,414.27,3,2,2,322,About to Sleep
15996,87,5,769.33,2,4,3,243,Needing Attention
15998,36,4,2216.83,3,4,5,345,Loyal Customers
16000,2,3,12393.7,5,4,5,545,Champions
16003,29,4,1554.3700000000001,4,4,4,444,Loyal Customers
16005,11,4,578.71,5,4,3,543,Potential Loyalist
16006,210,1,101.4,1,2,1,121,Lost Customers
